0050_G2A4E7S0C2_HJH_000838|빗속에서도 길을 정확하게 알았습니다.|빗속에서도 길을 정확하게 알았습니다.
0050_G2A4E7S0C2_HJH_001366|씩씩한 사람이 되어주십시오.|씩씩한 사람이 되어주십시오.
0050_G2A4E7S0C2_HJH_000189|출석부를 펴서 그녀 앞에 놓으셨습니다.|출석부를 펴서 그녀 앞에 놓으셨습니다.
0050_G2A4E7S0C2_HJH_000161|그는 며칠 동안 제정신이 팔려버렸던 것을 새삼스럽게 생각해본다.|그는 며칠 동안 제정신이 팔려버렸던 것을 새삼스럽게 생각해본다.
0050_G2A4E7S0C2_HJH_000092|뛰어 달아났습니다.|뛰어 달아났습니다.
0050_G2A4E7S0C2_HJH_000268|기쁜 마음으로 기다려 주십시오.|기쁜 마음으로 기다려 주십시오.
0050_G2A4E7S0C2_HJH_001509|당신도 만들어보십시오.|당신도 만들어보십시오.
0050_G2A4E7S0C2_HJH_000248|첫여름의 아침은 좋았습니다.|첫여름의 아침은 좋았습니다.
0050_G2A4E7S0C2_HJH_000114|깊은 밤이었습니다.|깊은 밤이었습니다.
0050_G2A4E7S0C2_HJH_000274|글씨를 키워주겠어?|글씨를 키워주겠어?
0050_G2A4E7S0C2_HJH_000035|뛰어나가 반갑게 맞이했습니다.|뛰어나가 반갑게 맞이했습니다.
0050_G2A4E7S0C2_HJH_000741|그들은 서로 힘겨루기를 하고 있지요.|그들은 서로 힘겨루기를 하고 있지요.
0050_G2A4E7S0C2_HJH_001200|그의 심리적 수법은 심화되었다.|그의 심리적 수법은 심화되었다.
0050_G2A4E7S0C2_HJH_000103|새로운 이야기와 장난을 알려줬습니다.|새로운 이야기와 장난을 알려줬습니다.
0050_G2A4E7S0C2_HJH_001698|그릇을 깨뜨려 피났다.|그릇을 깨뜨려 피났다.
0050_G2A4E7S0C2_HJH_000877|똑똑히 보아두십시오.|똑똑히 보아두십시오.
0050_G2A4E7S0C2_HJH_001606|잎이 떨어질 때에 날씨는 서서히 추워지기 시작합니다.|잎이 떨어질 때에 날씨는 서서히 추워지기 시작합니다.
0050_G2A4E7S0C2_HJH_000967|희망이 가득한 까닭이다.|희망이 가득한 까닭이다.
0050_G2A4E7S0C2_HJH_001018|한번도 양심에 꺼리는 치료를 해준 적이 없었다.|한번도 양심에 꺼리는 치료를 해준 적이 없었다.
0050_G2A4E7S0C2_HJH_000226|환호성을 질렀다.|환호성을 질렀다.
0050_G2A4E7S0C2_HJH_000069|널 다시 그 위험 속으로 데려 가라니 말이 돼?|널 다시 그 위험 속으로 데려 가라니 말이 돼?
0050_G2A4E7S0C2_HJH_000990|그가 정상적이 아니라는데 확신했다.|그가 정상적이 아니라는데 확신했다.
0050_G2A4E7S0C2_HJH_000243|책을 펴들고 읽으려 하였으나 정신이 집중되지 않았다.|책을 펴들고 읽으려 하였으나 정신이 집중되지 않았다.
0050_G2A4E7S0C2_HJH_000060|나는 이 입각지에 앉아서 그이의 대표작을 차례로 소개 비판하려 한다.|나는 이 입각지에 앉아서 그이의 대표작을 차례로 소개 비판하려 한다.
0050_G2A4E7S0C2_HJH_000171|김 씨는 선생들과의 호흡이 맞지 않았다.|김 씨는 선생들과의 호흡이 맞지 않았다.
0050_G2A4E7S0C2_HJH_000280|기사 한 사람이 있었습니다.|기사 한 사람이 있었습니다.
0050_G2A4E7S0C2_HJH_000027|우리에게는 문제가 없을 것입니다.|우리에게는 문제가 없을 것입니다.
0050_G2A4E7S0C2_HJH_001014|이 꽃은 아름답게 필 것 같아.|이 꽃은 아름답게 필 것 같아.
0050_G2A4E7S0C2_HJH_001051|사람을 밉게 보기만 시작하시면 끝까지 밉게만 보아서, 동정심을 일으키시지 않았다.|사람을 밉게 보기만 시작하시면 끝까지 밉게만 보아서, 동정심을 일으키시지 않았다.
0050_G2A4E7S0C2_HJH_001197|천천히 생각해 보기로 했습니다.|천천히 생각해 보기로 했습니다.
0050_G2A4E7S0C2_HJH_000015|내일 아침에 보고서를 제출해야 하니 그전에 알려주세요.|내일 아침에 보고서를 제출해야 하니 그전에 알려주세요.
0050_G2A4E7S0C2_HJH_000256|삼층을 향하여 올라가는 것이다.|삼층을 향하여 올라가는 것이다.
0050_G2A4E7S0C2_HJH_001452|그는 항복하는 것이다.|그는 항복하는 것이다.
0050_G2A4E7S0C2_HJH_000283|떨어진 봉투를 깔고 앉으라고, 시골 쥐에게 주었습니다.|떨어진 봉투를 깔고 앉으라고, 시골 쥐에게 주었습니다.
0050_G2A4E7S0C2_HJH_000235|이튿날 아침에 춤을 추었습니다.|이튿날 아침에 춤을 추었습니다.
0050_G2A4E7S0C2_HJH_000524|철수는 분망했는지 하루에 한 장씩밖에는 편지를 못했다.|철수는 분망했는지 하루에 한 장씩밖에는 편지를 못했다.
0050_G2A4E7S0C2_HJH_000494|밭일을 쉬지 않았다.|밭일을 쉬지 않았다.
0050_G2A4E7S0C2_HJH_001300|꽃을 몰래 손에 쥐어준다.|꽃을 몰래 손에 쥐어준다.
0050_G2A4E7S0C2_HJH_000779|영감은 잠시도 쉴 줄을 모른다.|영감은 잠시도 쉴 줄을 모른다.
0050_G2A4E7S0C2_HJH_000794|구름이 하늘에 가득 떠 있다.|구름이 하늘에 가득 떠 있다.
0050_G2A4E7S0C2_HJH_001754|집에서 하는 일이 많았습니다.|집에서 하는 일이 많았습니다.
0050_G2A4E7S0C2_HJH_001123|사실로 있던 이야기입니다.|사실로 있던 이야기입니다.
0050_G2A4E7S0C2_HJH_000978|나는 조금의 확신이 생겼다.|나는 조금의 확신이 생겼다.
0050_G2A4E7S0C2_HJH_001041|그는 앞뒤 정신없이 뛰어 매달린 것이었습니다.|그는 앞뒤 정신없이 뛰어 매달린 것이었습니다.
0050_G2A4E7S0C2_HJH_000580|서울 잿골 김 대신 댁 사랑에 최 덜렁이라는 사람이 있었습니다.|서울 잿골 김 대신 댁 사랑에 최 덜렁이라는 사람이 있었습니다.
0050_G2A4E7S0C2_HJH_000816|은행나무나 아카시아 잎이 무슨 차이가 있나.|은행나무나 아카시아 잎이 무슨 차이가 있나.
0050_G2A4E7S0C2_HJH_000010|우리가 사는 곳으로 같이 가서 의좋게 살도록 하자.|우리가 사는 곳으로 같이 가서 의좋게 살도록 하자.
0050_G2A4E7S0C2_HJH_000042|그에게로 황급히 달아나버렸습니다.|그에게로 황급히 달아나버렸습니다.
0050_G2A4E7S0C2_HJH_000788|기사는 소녀를 구출하여 돌아왔습니다.|기사는 소녀를 구출하여 돌아왔습니다.
0050_G2A4E7S0C2_HJH_000061|예술을 인생의 세련된 재현이라 하면, 동화는 훌륭한 완전한 예술이다.|예술을 인생의 세련된 재현이라 하면, 동화는 훌륭한 완전한 예술이다.
0050_G2A4E7S0C2_HJH_000029|아빠가 만들어 주셔서 더 맛있어요.|아빠가 만들어 주셔서 더 맛있어요.
0050_G2A4E7S0C2_HJH_000017|여기에 와서 많은 성장을 겪었다.|여기에 와서 많은 성장을 겪었다.
0050_G2A4E7S0C2_HJH_001258|저것 좀 내다보시오.|저것 좀 내다보시오.
0050_G2A4E7S0C2_HJH_001328|선생님께 여쭈어보십시오.|선생님께 여쭈어보십시오.
0050_G2A4E7S0C2_HJH_001035|바이올린을 사 주셨습니다.|바이올린을 사 주셨습니다.
0050_G2A4E7S0C2_HJH_000004|그들은 남달리 친하게 지내던 터이다.|그들은 남달리 친하게 지내던 터이다.
0050_G2A4E7S0C2_HJH_000599|사무실에도 시계가 있다.|사무실에도 시계가 있다.
0050_G2A4E7S0C2_HJH_000143|상자 속에 넣었다.|상자 속에 넣었다.
0050_G2A4E7S0C2_HJH_000144|주인의 가슴에 머리를 올려놓았습니다.|주인의 가슴에 머리를 올려놓았습니다.
0050_G2A4E7S0C2_HJH_001922|접시 두 개와 성냥개비 두 개가 책상 위에 놓여 있다.|접시 두 개와 성냥개비 두 개가 책상 위에 놓여 있다.
0050_G2A4E7S0C2_HJH_000529|괜찮으시다면 하룻밤 쉬어 가십시오.|괜찮으시다면 하룻밤 쉬어 가십시오.
0050_G2A4E7S0C2_HJH_001407|땅에 귀를 기울이십시오.|땅에 귀를 기울이십시오.
0050_G2A4E7S0C2_HJH_000926|우리 폐하는 정려의 사를 일으키실 것이외다.|우리 폐하는 정려의 사를 일으키실 것이외다.
0050_G2A4E7S0C2_HJH_000043|동생 있는 형이었습니다.|동생 있는 형이었습니다.
0050_G2A4E7S0C2_HJH_001748|2시 50분에 떠나는 기차라면 2시간은 일찍 온 셈이다.|2시 50분에 떠나는 기차라면 2시간은 일찍 온 셈이다.
0050_G2A4E7S0C2_HJH_000348|아래층 위층 할 것 없이 사람들도 모두 떠났습니다.|아래층 위층 할 것 없이 사람들도 모두 떠났습니다.
0050_G2A4E7S0C2_HJH_001906|아침이 되면 아직 춥습니다.|아침이 되면 아직 춥습니다.
0050_G2A4E7S0C2_HJH_000227|아버지 물 주십시오.|아버지 물 주십시오.
0050_G2A4E7S0C2_HJH_000681|그 대신 진지를 안 잡수시니까 마찬가지지.|그 대신 진지를 안 잡수시니까 마찬가지지.
0050_G2A4E7S0C2_HJH_000191|십사일 아침에 대구에 떨어집니다.|십사일 아침에 대구에 떨어집니다.
0050_G2A4E7S0C2_HJH_000193|비가 오기 시작하였습니다.|비가 오기 시작하였습니다.
0050_G2A4E7S0C2_HJH_001292|지금은 할 수 없습니다.|지금은 할 수 없습니다.
0050_G2A4E7S0C2_HJH_000024|법원의 이차 조사를 앞둔 시점이다.|법원의 이차 조사를 앞둔 시점이다.
0050_G2A4E7S0C2_HJH_000958|힘있게 흔들었다.|힘있게 흔들었다.
0050_G2A4E7S0C2_HJH_001112|새를 진정으로 아낄 것이다.|새를 진정으로 아낄 것이다.
0050_G2A4E7S0C2_HJH_000840|작품 전체에 치명상을 주는 치기와 속취가 풍기는 부분이라고 단언한다.|작품 전체에 치명상을 주는 치기와 속취가 풍기는 부분이라고 단언한다.
0050_G2A4E7S0C2_HJH_001089|기독교는 교도의 결점에 의하여 그 교리가 증명되는 까닭이다.|기독교는 교도의 결점에 의하여 그 교리가 증명되는 까닭이다.
0050_G2A4E7S0C2_HJH_001023|학교에서 베껴 가지고 온 것은 다시 깨끗하게 적어 두겠다.|학교에서 베껴 가지고 온 것은 다시 깨끗하게 적어 두겠다.
0050_G2A4E7S0C2_HJH_000056|오라버니에게 무심하려 하였지만, 점점 흥미를 가지게끔 되었다.|오라버니에게 무심하려 하였지만, 점점 흥미를 가지게끔 되었다.
0050_G2A4E7S0C2_HJH_001285|사실 숨겨진 진실이 있어.|사실 숨겨진 진실이 있어.
0050_G2A4E7S0C2_HJH_000556|아직 있었습니다!|아직 있었습니다!
0050_G2A4E7S0C2_HJH_001116|연필로 상을 두드렸습니다.|연필로 상을 두드렸습니다.
0050_G2A4E7S0C2_HJH_000284|헌 책을 집어 들고 집에 갔습니다.|헌 책을 집어 들고 집에 갔습니다.
0050_G2A4E7S0C2_HJH_001615|그 기럭지가 사십 리쯤 되는 것이 아물거리는 것이었다.|그 기럭지가 사십 리쯤 되는 것이 아물거리는 것이었다.
0050_G2A4E7S0C2_HJH_001134|기사는 푹 쉬었습니다.|기사는 푹 쉬었습니다.
0050_G2A4E7S0C2_HJH_000905|세계의 제일이라는 자부심이 있습니다.|세계의 제일이라는 자부심이 있습니다.
0050_G2A4E7S0C2_HJH_000137|실밥을 뽑아 내더니 붕대를 푼다.|실밥을 뽑아 내더니 붕대를 푼다.
0050_G2A4E7S0C2_HJH_000052|즉시 날아가서 그 이야기를 다 전하였습니다.|즉시 날아가서 그 이야기를 다 전하였습니다.
0050_G2A4E7S0C2_HJH_001832|두 시간씩이나 기다리게 됩니다.|두 시간씩이나 기다리게 됩니다.
0050_G2A4E7S0C2_HJH_001856|힘들어 하는 것이 가엾어서 대신 그려주었습니다.|힘들어 하는 것이 가엾어서 대신 그려주었습니다.
0050_G2A4E7S0C2_HJH_000214|수레를 끌고 피를 흘리며 지나가고 있었다.|수레를 끌고 피를 흘리며 지나가고 있었다.
0050_G2A4E7S0C2_HJH_000936|사람들이 즐겁게 놀 때에 사건이 터졌습니다.|사람들이 즐겁게 놀 때에 사건이 터졌습니다.
0050_G2A4E7S0C2_HJH_000210|두 번째 직업이 총독부 기관지의 신문 교정이었다.|두 번째 직업이 총독부 기관지의 신문 교정이었다.
0050_G2A4E7S0C2_HJH_001302|연구를 진척시키는 것은 불가결의 태도일 것이다.|연구를 진척시키는 것은 불가결의 태도일 것이다.
0050_G2A4E7S0C2_HJH_001897|이 소리에는 조수도 귀가 솔깃해지는 것이다.|이 소리에는 조수도 귀가 솔깃해지는 것이다.
0050_G2A4E7S0C2_HJH_000368|그 풀을 자세히 관찰했습니다.|그 풀을 자세히 관찰했습니다.
0050_G2A4E7S0C2_HJH_001092|상처입은 일이 없는 자는 속죄를 해득할 자가 못 된다.|상처입은 일이 없는 자는 속죄를 해득할 자가 못 된다.
0050_G2A4E7S0C2_HJH_000837|주인공이 양심적이니, 작품도 양심적 작품, 작가도 양심적 작가다.|주인공이 양심적이니, 작품도 양심적 작품, 작가도 양심적 작가다.
0050_G2A4E7S0C2_HJH_000674|즐겁게 지내십시오.|즐겁게 지내십시오.
0050_G2A4E7S0C2_HJH_001773|들여다보이기 시작하였습니다.|들여다보이기 시작하였습니다.
0050_G2A4E7S0C2_HJH_000045|해와 달조차 그의 앞에는 빛을 겸양하는 듯하였다.|해와 달조차 그의 앞에는 빛을 겸양하는 듯하였다.
0050_G2A4E7S0C2_HJH_000026|형님도 동생 생각을 했다.|형님도 동생 생각을 했다.
0050_G2A4E7S0C2_HJH_000131|아뇨, 별일 없으십니다.|아뇨, 별일 없으십니다.
0050_G2A4E7S0C2_HJH_001685|욕심쟁이는 산턱에 묻히었습니다.|욕심쟁이는 산턱에 묻히었습니다.
0050_G2A4E7S0C2_HJH_000034|현장에서 여러 꽃이 피어있습니다.|현장에서 여러 꽃이 피어있습니다.
0050_G2A4E7S0C2_HJH_000011|인디언들은 그녀를 존경해 마지않았습니다.|인디언들은 그녀를 존경해 마지않았습니다.
0050_G2A4E7S0C2_HJH_001803|기한이 지났으니 비워놓아야지요.|기한이 지났으니 비워놓아야지요.
0050_G2A4E7S0C2_HJH_000500|방에는 할머니도 있었습니다.|방에는 할머니도 있었습니다.
0050_G2A4E7S0C2_HJH_001013|그 사이에 아기가 죽어 있는 것이 아니겠습니까?|그 사이에 아기가 죽어 있는 것이 아니겠습니까?
0050_G2A4E7S0C2_HJH_000178|함박눈은 세상을 희게 하였다.|함박눈은 세상을 희게 하였다.
0050_G2A4E7S0C2_HJH_001329|굉장한 잔치를 하려고 했습니다.|굉장한 잔치를 하려고 했습니다.
0050_G2A4E7S0C2_HJH_001825|솜옷을 벗어버리고 산에 가십시오.|솜옷을 벗어버리고 산에 가십시오.
0050_G2A4E7S0C2_HJH_000067|그는 아침 일찍 최 씨네 사랑채로 갔습니다.|그는 아침 일찍 최 씨네 사랑채로 갔습니다.
0050_G2A4E7S0C2_HJH_000032|찾아낼 수가 없답니다.|찾아낼 수가 없답니다.
0050_G2A4E7S0C2_HJH_000520|집에 돌아가셔서 해 보십시오.|집에 돌아가셔서 해 보십시오.
0050_G2A4E7S0C2_HJH_001999|글씨가 잘 써져서 기쁘다.|글씨가 잘 써져서 기쁘다.
0050_G2A4E7S0C2_HJH_000471|정신을 차리어 일어났습니다.|정신을 차리어 일어났습니다.
0050_G2A4E7S0C2_HJH_001631|주정꾼은 알 수 없게 중얼댄다.|주정꾼은 알 수 없게 중얼댄다.
0050_G2A4E7S0C2_HJH_001001|훌륭한 한 사람으로 자라겠습니다.|훌륭한 한 사람으로 자라겠습니다.
0050_G2A4E7S0C2_HJH_001252|이것은 작자나 독자나 한가지로 단언키 힘들 것이다.|이것은 작자나 독자나 한가지로 단언키 힘들 것이다.
0050_G2A4E7S0C2_HJH_001668|바위틈에 이상한 꽃이 피어 있었습니다.|바위틈에 이상한 꽃이 피어 있었습니다.
0050_G2A4E7S0C2_HJH_000012|경치가 좋으므로 기분이 요상해졌다.|경치가 좋으므로 기분이 요상해졌다.
0050_G2A4E7S0C2_HJH_000001|정신 잃은 아이처럼 날뛰었습니다.|정신 잃은 아이처럼 날뛰었습니다.
0050_G2A4E7S0C2_HJH_000065|나를 먹여 살린 게 그 사람이야.|나를 먹여 살린 게 그 사람이야.
0050_G2A4E7S0C2_HJH_000152|새로 자라나오는 꽃들이 아름답습니다.|새로 자라나오는 꽃들이 아름답습니다.
